============================= test session starts ==============================
platform linux -- Python 3.12.2, pytest-9.0.3, pluggy-1.6.0 -- /arf/home/scolakoglu/NLP_Project/.venv-audit/bin/python
cachedir: .pytest_cache
rootdir: /arf/home/scolakoglu/NLP_Project
configfile: pyproject.toml
plugins: cov-7.1.0, hydra-core-1.3.2, anyio-4.13.0
tests/train/test_taac.py::TestStepReturnDict::test_returns_all_required_keys PASSED [ 97%]
tests/train/test_taac.py::TestStepReturnDict::test_phase_is_string PASSED [ 97%]
tests/train/test_taac.py::TestStepReturnDict::test_allowed_tiers_is_set PASSED [ 97%]
tests/train/test_taac.py::TestStepReturnDict::test_should_transition_is_bool PASSED [ 97%]
tests/train/test_taac.py::TestStepReturnDict::test_tier_weights_is_dict PASSED [ 98%]
tests/train/test_taac.py::TestLRMultipliers::test_lr_multipliers_non_increasing PASSED [ 98%]
tests/train/test_taac.py::TestLRMultipliers::test_lr_multiplier_at_gold_only_is_1 PASSED [ 98%]
tests/train/test_taac.py::TestLRMultipliers::test_lr_multiplier_all_final_is_smallest PASSED [ 98%]
tests/train/test_taac.py::TestAllowedTiersPerPhase::test_gold_only_tiers PASSED [ 98%]
tests/train/test_taac.py::TestAllowedTiersPerPhase::test_gold_and_silver_auto_tiers PASSED [ 98%]
tests/train/test_taac.py::TestAllowedTiersPerPhase::test_all_tiers PASSED [ 98%]
tests/train/test_taac.py::TestAllowedTiersPerPhase::test_gold_calibration_same_as_gold_only PASSED [ 98%]
tests/train/test_taac.py::TestAllowedTiersPerPhase::test_all_final_same_as_all_tiers PASSED [ 98%]
tests/train/test_taac.py::TestAllowedTiersPerPhase::test_taac_phases_list_coverage PASSED [ 99%]
tests/train/test_taac_component.py::TestComponentAware::test_waits_for_slow_head PASSED [ 99%]
tests/train/test_taac_component.py::TestComponentAware::test_tag_gates_transition PASSED [ 99%]
tests/train/test_taac_component.py::TestComponentAware::test_max_epochs_forces_transition PASSED [ 99%]
tests/train/test_taac_component.py::TestComponentAware::test_fallback_to_loss_when_no_component_losses PASSED [ 99%]
tests/train/test_taac_component.py::TestEnsemble::test_needs_two_votes PASSED [ 99%]
tests/train/test_taac_component.py::TestEnsemble::test_grad_norm_stability PASSED [ 99%]
tests/train/test_taac_component.py::TestBackwardCompatibility::test_step_with_val_loss_only PASSED [ 99%]
tests/train/test_taac_component.py::TestBackwardCompatibility::test_loss_mode_ignores_component_args PASSED [ 99%]
tests/train/test_taac_component.py::TestBackwardCompatibility::test_default_transition_mode_is_component PASSED [100%]

=================================== FAILURES ===================================
_________________ TestLfGazetteer.test_known_propn_votes_noun __________________
tests/data/test_labeling_functions.py:156: in test_known_propn_votes_noun
    assert result == 0
E   assert -1 == 0
- generated xml file: /arf/home/scolakoglu/NLP_Project/audit/results/12_pytest.xml -
=========================== short test summary info ============================
SKIPPED [1] tests/train/test_hpo.py:6: could not import 'optuna': No module named 'optuna'
SKIPPED [1] tests/benchmark/test_ensemble.py:118: No ensemble checkpoints found
SKIPPED [1] tests/benchmark/test_ensemble.py:127: No ensemble checkpoints found
SKIPPED [1] tests/models/test_contrastive_root.py:141: v2 checkpoint not present in this environment
FAILED tests/data/test_labeling_functions.py::TestLfGazetteer::test_known_propn_votes_noun
====== 1 failed, 937 passed, 4 skipped, 2 deselected in 81.42s (0:01:21) =======
